data,produto,categoria,regiao,vendedor,quantidade,preco_unitario,total
2025-09-22,Teclado,Acessorios,Sul,Elaine,4,162.9,651.6
2025-09-24,Cadeira,Moveis,Centro-Oeste,Carla,4,678.03,2712.12
2025-09-26,Monitor,Eletronicos,Norte,Elaine,8,937.37,7498.96
2025-09-26,Webcam,Acessorios,Sudeste,Ana,1,187.36,187.36
2025-09-27,Cadeira,Moveis,Nordeste,Ana,8,724.95,5799.6
2025-09-28,Mouse,Acessorios,Nordeste,Elaine,8,78.16,625.28
2025-09-28,Teclado,Acessorios,Sul,Bruno,7,164.79,1153.53
2025-09-29,Teclado,Acessorios,Norte,Carla,6,158.6,951.6
2025-10-02,Webcam,Acessorios,Sul,Ana,2,213.89,427.78
2025-10-02,Headset,Acessorios,Nordeste,Ana,5,225.59,1127.95
2025-10-03,Webcam,Acessorios,Centro-Oeste,Carla,8,214.61,1716.88
2025-10-03,Mesa,Moveis,Sul,Bruno,8,442.43,3539.44
2025-10-03,Cadeira,Moveis,Nordeste,Bruno,4,634.58,2538.32
2025-10-04,Monitor,Eletronicos,Norte,Ana,3,837.51,2512.53
2025-10-05,Notebook,Eletronicos,Sudeste,Ana,2,3446.59,6893.18
2025-10-05,Mouse,Acessorios,Sudeste,Diego,6,76.29,457.74
2025-10-07,Mouse,Acessorios,Sudeste,Carla,3,87.12,261.36
2025-10-08,Mesa,Moveis,Norte,Bruno,6,479.55,2877.3
2025-10-09,Teclado,Acessorios,Sul,Carla,8,138.85,1110.8
2025-10-09,Mouse,Acessorios,Nordeste,Elaine,8,78.18,625.44
2025-10-09,Webcam,Acessorios,Norte,Ana,8,202.63,1621.04
2025-10-10,Monitor,Eletronicos,Nordeste,Carla,4,881.39,3525.56
2025-10-11,Headset,Acessorios,Sul,Bruno,5,241.31,1206.55
2025-10-11,Notebook,Eletronicos,Sudeste,Elaine,6,3598.83,21592.98
2025-10-11,Cadeira,Moveis,Norte,Elaine,4,720.25,2881.0
2025-10-13,Headset,Acessorios,Norte,Bruno,1,240.03,240.03
2025-10-14,Headset,Acessorios,Centro-Oeste,Carla,1,247.84,247.84
2025-10-15,Webcam,Acessorios,Sudeste,Ana,7,202.07,1414.49
2025-10-15,Notebook,Eletronicos,Nordeste,Diego,4,3644.04,14576.16
2025-10-15,Webcam,Acessorios,Nordeste,Bruno,5,188.56,942.8
2025-10-15,Teclado,Acessorios,Centro-Oeste,Diego,1,159.17,159.17
2025-10-17,Webcam,Acessorios,Sudeste,Bruno,2,199.55,399.1
2025-10-20,Mouse,Acessorios,Norte,Bruno,4,83.6,334.4
2025-10-21,Notebook,Eletronicos,Norte,Bruno,4,3730.14,14920.56
2025-10-22,Headset,Acessorios,Centro-Oeste,Diego,1,270.24,270.24
2025-10-23,Cadeira,Moveis,Norte,Carla,6,662.78,3976.68
2025-10-23,Monitor,Eletronicos,Sudeste,Elaine,2,860.1,1720.2
2025-10-24,Cadeira,Moveis,Nordeste,Bruno,1,740.41,740.41
2025-10-25,Mesa,Moveis,Nordeste,Bruno,2,426.7,853.4
2025-10-26,Cadeira,Moveis,Centro-Oeste,Carla,7,734.58,5142.06
2025-10-26,Mesa,Moveis,Nordeste,Ana,7,465.64,3259.48
2025-10-26,Webcam,Acessorios,Centro-Oeste,Elaine,8,219.63,1757.04
2025-10-27,Mouse,Acessorios,Centro-Oeste,Carla,5,79.28,396.4
2025-10-28,Teclado,Acessorios,Sudeste,Carla,7,151.09,1057.63
2025-10-29,Mouse,Acessorios,Sul,Ana,4,77.41,309.64
2025-10-30,Mouse,Acessorios,Centro-Oeste,Ana,2,82.83,165.66
2025-10-31,Teclado,Acessorios,Nordeste,Elaine,5,146.79,733.95
2025-10-31,Headset,Acessorios,Norte,Bruno,4,243.25,973.0
2025-11-02,Notebook,Eletronicos,Centro-Oeste,Bruno,3,3613.35,10840.05
2025-11-02,Mouse,Acessorios,Norte,Ana,8,73.77,590.16
2025-11-02,Webcam,Acessorios,Centro-Oeste,Elaine,6,201.11,1206.66
2025-11-05,Mesa,Moveis,Norte,Diego,4,472.95,1891.8
2025-11-06,Mouse,Acessorios,Nordeste,Ana,6,77.74,466.44
2025-11-06,Notebook,Eletronicos,Nordeste,Ana,6,3772.6,22635.6
2025-11-06,Headset,Acessorios,Sul,Carla,4,273.31,1093.24
2025-11-07,Headset,Acessorios,Centro-Oeste,Carla,1,238.72,238.72
2025-11-07,Webcam,Acessorios,Sul,Carla,6,198.58,1191.48
2025-11-08,Monitor,Eletronicos,Nordeste,Ana,1,955.3,955.3
2025-11-09,Headset,Acessorios,Sudeste,Bruno,1,240.27,240.27
2025-11-09,Mesa,Moveis,Centro-Oeste,Bruno,5,465.83,2329.15
2025-11-09,Mouse,Acessorios,Sul,Diego,1,80.49,80.49
2025-11-10,Cadeira,Moveis,Norte,Ana,5,652.08,3260.4
2025-11-10,Mesa,Moveis,Norte,Diego,8,490.5,3924.0
2025-11-11,Webcam,Acessorios,Centro-Oeste,Carla,6,181.69,1090.14
2025-11-11,Cadeira,Moveis,Norte,Ana,5,647.52,3237.6
2025-11-11,Teclado,Acessorios,Norte,Ana,5,159.41,797.05
2025-11-12,Teclado,Acessorios,Norte,Diego,5,157.01,785.05
2025-11-13,Notebook,Eletronicos,Centro-Oeste,Carla,3,3826.34,11479.02
2025-11-13,Cadeira,Moveis,Sudeste,Diego,7,721.16,5048.12
2025-11-14,Monitor,Eletronicos,Sudeste,Diego,1,914.21,914.21
2025-11-15,Headset,Acessorios,Centro-Oeste,Diego,6,227.71,1366.26
2025-11-17,Cadeira,Moveis,Sul,Carla,8,737.21,5897.68
2025-11-17,Mouse,Acessorios,Norte,Bruno,5,83.0,415.0
2025-11-18,Notebook,Eletronicos,Sul,Diego,3,3752.77,11258.31
2025-11-18,Cadeira,Moveis,Sudeste,Ana,3,724.89,2174.67
2025-11-18,Webcam,Acessorios,Nordeste,Bruno,6,207.25,1243.5
2025-11-18,Teclado,Acessorios,Centro-Oeste,Diego,5,152.32,761.6
2025-11-20,Notebook,Eletronicos,Nordeste,Bruno,4,3582.22,14328.88
2025-11-20,Webcam,Acessorios,Nordeste,Carla,8,182.73,1461.84
2025-11-21,Mouse,Acessorios,Sudeste,Diego,2,78.94,157.88
2025-11-22,Cadeira,Moveis,Centro-Oeste,Ana,7,655.41,4587.87
2025-11-22,Headset,Acessorios,Norte,Bruno,8,246.15,1969.2
2025-11-22,Mouse,Acessorios,Nordeste,Ana,8,83.69,669.52
2025-11-23,Notebook,Eletronicos,Nordeste,Bruno,3,3152.48,9457.44
2025-11-23,Cadeira,Moveis,Centro-Oeste,Ana,3,727.64,2182.92
2025-11-26,Mouse,Acessorios,Nordeste,Bruno,7,76.95,538.65
2025-11-26,Notebook,Eletronicos,Sul,Diego,6,3396.61,20379.66
2025-11-27,Mouse,Acessorios,Nordeste,Elaine,7,80.0,560.0
2025-11-27,Monitor,Eletronicos,Sudeste,Bruno,5,944.61,4723.05
2025-11-28,Headset,Acessorios,Sul,Carla,4,230.74,922.96
2025-11-28,Mesa,Moveis,Sudeste,Diego,4,487.37,1949.48
2025-11-29,Headset,Acessorios,Nordeste,Bruno,3,235.12,705.36
2025-12-01,Mouse,Acessorios,Nordeste,Ana,3,82.92,248.76
2025-12-01,Monitor,Eletronicos,Sudeste,Ana,2,864.0,1728.0
2025-12-01,Monitor,Eletronicos,Sul,Carla,2,988.16,1976.32
2025-12-02,Teclado,Acessorios,Centro-Oeste,Bruno,5,162.5,812.5
2025-12-02,Cadeira,Moveis,Nordeste,Carla,1,679.98,679.98
2025-12-03,Headset,Acessorios,Norte,Diego,1,268.25,268.25
2025-12-03,Mouse,Acessorios,Nordeste,Bruno,4,73.75,295.0
2025-12-04,Monitor,Eletronicos,Sudeste,Carla,3,902.01,2706.03
2025-12-04,Cadeira,Moveis,Nordeste,Bruno,1,739.06,739.06
2025-12-05,Notebook,Eletronicos,Nordeste,Ana,7,3393.04,23751.28
2025-12-05,Monitor,Eletronicos,Norte,Bruno,3,864.32,2592.96
2025-12-08,Mesa,Moveis,Sudeste,Carla,4,423.91,1695.64
2025-12-08,Mouse,Acessorios,Norte,Elaine,8,79.3,634.4
2025-12-08,Mouse,Acessorios,Nordeste,Ana,6,84.97,509.82
2025-12-09,Mesa,Moveis,Nordeste,Bruno,4,489.12,1956.48
2025-12-09,Teclado,Acessorios,Sudeste,Elaine,8,142.16,1137.28
2025-12-10,Teclado,Acessorios,Norte,Diego,6,146.66,879.96
2025-12-10,Teclado,Acessorios,Sudeste,Diego,6,151.69,910.14
2025-12-11,Webcam,Acessorios,Sudeste,Ana,1,214.55,214.55
2025-12-11,Mesa,Moveis,Nordeste,Bruno,4,413.4,1653.6
2025-12-11,Mouse,Acessorios,Nordeste,Elaine,1,75.66,75.66
2025-12-13,Headset,Acessorios,Sul,Elaine,7,258.25,1807.75
2025-12-13,Monitor,Eletronicos,Norte,Carla,7,912.01,6384.07
2025-12-13,Teclado,Acessorios,Centro-Oeste,Diego,4,156.34,625.36
2025-12-16,Notebook,Eletronicos,Norte,Carla,2,3626.2,7252.4
2025-12-17,Cadeira,Moveis,Nordeste,Ana,4,768.53,3074.12
2025-12-17,Monitor,Eletronicos,Norte,Ana,5,828.34,4141.7
2025-12-17,Webcam,Acessorios,Nordeste,Elaine,2,190.84,381.68
2025-12-18,Monitor,Eletronicos,Nordeste,Elaine,4,939.17,3756.68
2025-12-18,Monitor,Eletronicos,Nordeste,Elaine,2,963.98,1927.96
2025-12-18,Webcam,Acessorios,Sudeste,Diego,7,213.89,1497.23
2025-12-18,Cadeira,Moveis,Centro-Oeste,Ana,3,682.4,2047.2
2025-12-19,Cadeira,Moveis,Nordeste,Diego,8,691.48,5531.84
2025-12-19,Headset,Acessorios,Sudeste,Elaine,3,262.78,788.34
2025-12-20,Webcam,Acessorios,Centro-Oeste,Diego,4,202.21,808.84
2025-12-20,Cadeira,Moveis,Nordeste,Diego,7,719.45,5036.15
2025-12-21,Mesa,Moveis,Centro-Oeste,Carla,8,492.64,3941.12
2025-12-21,Notebook,Eletronicos,Sul,Ana,6,3333.09,19998.54
2025-12-22,Monitor,Eletronicos,Centro-Oeste,Bruno,5,989.35,4946.75
2025-12-22,Mouse,Acessorios,Sul,Diego,7,87.81,614.67
2025-12-23,Mouse,Acessorios,Centro-Oeste,Diego,4,79.29,317.16
2025-12-23,Cadeira,Moveis,Sul,Diego,8,758.44,6067.52
2025-12-25,Headset,Acessorios,Nordeste,Ana,5,253.6,1268.0
2025-12-25,Teclado,Acessorios,Sul,Diego,5,136.55,682.75
2025-12-26,Headset,Acessorios,Norte,Elaine,6,252.18,1513.08
2025-12-26,Cadeira,Moveis,Sul,Bruno,3,751.39,2254.17
2025-12-28,Cadeira,Moveis,Nordeste,Diego,5,634.57,3172.85
2025-12-29,Mesa,Moveis,Sul,Diego,8,462.2,3697.6
2025-12-29,Notebook,Eletronicos,Sul,Diego,8,3817.1,30536.8
2025-12-30,Mouse,Acessorios,Sul,Carla,4,72.46,289.84
2025-12-30,Monitor,Eletronicos,Norte,Diego,6,847.78,5086.68
2025-12-31,Cadeira,Moveis,Sul,Carla,3,754.79,2264.37
